ROLE NOUN	TOTAL	2000	2001	2002	2003	2004	2005	2006	2007	2008
roofer	457	26	10	16	27	30	21	17	23	12
roofer	141	1	1	6	19	18	5	8	2	0
roofer	10	0	0	0	0	0	0	1	0	3
roofer	78	0	1	4	8	8	8	4	2	1
roofer	89	0	0	0	3	1	1	1	40	0
roofer	119	3	1	5	11	1	4	9	4	4
roofer	65	6	2	0	6	5	4	7	6	1
roofer	2497	78	66	83	122	96	100	121	97	80
roofer	203	1	4	6	11	13	7	3	8	6
roofer	175	18	8	14	18	8	8	3	10	6
roofer	184	9	5	1	4	1	4	6	3	4
roofer	985	46	24	82	87	76	54	55	42	34
roofer	93	6	1	2	4	3	4	0	1	1
roofer	717	56	33	49	35	38	30	41	29	8
runner	173	1	7	2	2	6	3	6	7	6
runner	45	0	1	0	1	1	0	2	2	0
runner	103	1	7	4	3	8	2	4	2	2
runner	284	14	9	12	6	7	15	8	5	6
runner	770	19	8	14	18	17	11	18	11	41
runner	374	2	5	8	7	11	7	8	14	30
runner	32	0	0	0	2	6	1	1	2	5
runner	9912	229	252	259	329	332	246	383	322	357
runner	33587	895	1116	1394	1598	1596	1946	1687	1331	1398
runner	1865	28	26	35	87	66	61	97	60	83
runner	60034	1530	2598	1852	2355	2295	1758	3815	2268	2112
runner	3656	43	71	95	99	385	86	152	180	139
runner	396	7	5	5	6	18	9	21	13	4
runner	10	1	0	2	2	0	0	0	0	0
runner	8073	180	153	176	214	219	162	215	255	278
runner	105	3	5	3	2	5	9	4	4	4
runner	31	2	1	0	0	0	0	0	1	1
runner	245	7	19	18	16	11	17	14	12	9
runner	112	1	11	3	2	4	4	3	0	4
runner	662	18	7	20	16	17	25	16	15	24
runner	2218	66	76	78	87	110	123	139	87	116
runner	29051	826	727	807	964	1013	861	1047	1072	1020
runner	16263	463	397	565	835	601	565	686	516	543
runner	23607	682	667	748	989	1071	1036	1103	1061	1178
runner	327	5	5	13	18	30	16	23	20	26
runner	3356	121	164	124	174	135	140	162	152	131
runner	28179	1110	958	1225	1368	1555	1344	1419	1321	1217
runner	7155	152	182	165	207	231	180	209	241	298
runner	51854	1496	1681	1577	1900	2067	1942	2131	2100	2213
runner	224	3	3	1	1	7	7	4	10	12
sailor	222	5	4	1	3	6	2	2	0	9
sailor	61	1	1	0	2	4	3	2	6	8
sailor	214	5	8	9	1	9	7	3	4	21
sailor	943	16	21	19	17	24	21	23	29	66
sailor	4496	88	74	84	125	98	115	114	182	175
sailor	1007	27	20	42	57	47	50	25	45	59
sailor	126	6	3	3	4	5	6	6	7	14
sailor	25100	362	390	413	589	650	592	560	673	1242
sailor	12985	185	195	334	301	400	371	343	502	887
sailor	4902	137	108	224	224	249	205	161	221	313
sailor	104099	1595	1780	2048	2465	3177	3054	3000	4290	7077
sailor	7340	101	232	1619	234	357	296	314	197	248
sailor	347	4	8	15	13	23	15	12	20	9
sailor	13	1	0	2	0	0	0	0	0	2
sailor	4426	74	59	126	132	131	122	115	176	242
sailor	20	1	0	2	2	1	2	2	1	0
sailor	317	6	2	20	7	22	16	19	16	23
sailor	155	3	8	8	5	10	6	6	4	16
sailor	122	2	7	4	4	2	2	2	0	5
sailor	230	1	0	2	2	0	3	1	6	9
sailor	60	0	2	2	0	2	2	1	0	1
sailor	15	0	0	0	0	5	0	1	0	0
sailor	258	2	1	4	10	4	0	4	2	12
sailor	3990	73	64	78	83	124	96	130	115	187
sailor	12159	218	212	232	292	365	369	344	502	792
sailor	90	0	2	1	3	3	2	3	6	6
sailor	198182	2995	3239	3362	3947	5056	4523	5140	5781	8283
sailor	10553	187	180	249	349	403	329	370	444	527
sailor	26970	598	645	773	927	1113	995	970	1142	1263
sailor	930	19	28	40	37	37	36	32	49	53
sailor	10978	342	251	292	466	404	362	322	422	517
sailor	107782	2144	2304	2925	3407	4658	3805	3813	4750	6422
sailor	10238	159	201	242	232	305	289	314	416	533
sailor	129104	2234	2170	2647	3194	3804	3378	3802	4479	6490
sailor	43	0	0	2	0	3	3	1	1	1
salesperson	288	10	9	18	5	68	10	9	3	19
salesperson	20	0	10	0	0	0	6	0	0	1
salesperson	36	0	2	1	7	4	1	0	1	1
salesperson	130	4	3	10	10	21	6	16	6	6
salesperson	356	13	12	22	32	24	9	32	18	14
salesperson	77	1	2	3	7	1	2	4	4	5
salesperson	8035	320	709	758	902	619	445	438	312	251
salesperson	5395	158	247	367	324	331	268	250	168	655
salesperson	563	19	39	51	37	58	41	22	22	29
salesperson	13310	496	1089	872	984	897	670	772	743	940
salesperson	2774	59	335	182	254	202	123	130	87	167
salesperson	174	3	34	14	27	16	7	5	5	6
salesperson	16	0	0	0	2	2	0	0	0	1
salesperson	4673	154	221	194	335	357	247	312	252	198
salesperson	30	1	1	5	0	0	1	3	2	2
salesperson	266	22	5	4	2	22	7	1	6	22
salesperson	96	0	2	3	2	8	2	3	2	3
salesperson	39	1	2	0	0	3	3	1	1	0
salesperson	120	2	6	7	7	9	3	0	6	1
salesperson	192	13	6	7	6	6	3	10	4	1
salesperson	4688	178	318	406	503	273	164	148	154	115
salesperson	389	23	21	14	20	24	31	20	13	13
salesperson	1011	39	41	51	65	60	60	59	23	26
salesperson	56	3	2	1	3	6	1	1	4	1
salesperson	637	20	30	28	37	29	78	39	35	37
salesperson	3974	113	143	222	229	178	161	241	89	126
salesperson	783	20	47	44	56	37	43	48	16	25
salesperson	4411	159	158	181	204	245	190	241	111	173
research scientist	10	0	0	0	0	0	0	0	0	0
research scientist	22	1	0	2	0	3	0	0	0	0
research scientist	452	23	7	13	8	16	15	3	8	15
research scientist	43	1	2	1	0	0	2	1	1	2
research scientist	1047	39	39	40	52	46	58	38	36	40
research scientist	89	5	2	4	3	1	6	6	2	1
research scientist	99	7	4	3	2	3	1	3	3	7
research scientist	37	5	0	1	0	2	1	1	0	3
research scientist	240	5	11	9	8	7	7	10	7	6
research scientist	35	2	0	2	0	0	0	0	0	0
research scientist	19	1	0	0	0	0	0	0	1	0
research scientist	15	1	0	0	0	0	0	2	0	0
research scientist	10	1	0	0	0	0	0	0	1	0
research scientist	16	0	0	0	1	0	5	0	0	0
research scientist	76	3	0	3	4	5	1	1	0	2
research scientist	309	6	9	7	5	7	7	13	6	9
research scientist	3776	108	112	162	162	170	162	145	171	96
research scientist	96	5	3	5	2	2	1	3	2	10
research scientist	638	33	13	10	27	22	14	36	19	12
research scientist	20	0	0	0	2	3	1	2	0	1
research scientist	3108	104	109	145	139	123	88	100	100	80
research scientist	281	5	7	5	17	8	11	9	8	12
research scientist	4759	165	121	159	151	161	144	151	131	99
research scientist	58	3	1	2	0	2	4	3	5	0
research scientist	14	0	1	0	0	1	12	0	0	0
research scientist	11	0	0	0	0	0	1	5	0	1
research scientist	40	0	0	3	2	3	3	3	0	1
research scientist	222	5	3	1	2	0	2	1	5	6
screenwriter	10	0	0	0	0	0	1	1	0	0
screenwriter	50	3	1	1	1	2	7	1	1	0
screenwriter	1224	60	43	123	48	53	77	46	51	35
screenwriter	25	0	2	2	2	0	3	3	2	0
screenwriter	7574	344	393	388	393	463	440	469	600	370
screenwriter	1749	77	79	90	74	101	98	120	95	50
screenwriter	191	23	7	9	12	7	11	14	9	6
screenwriter	11726	543	605	788	762	756	946	735	888	388
screenwriter	136	6	6	6	12	4	6	17	8	8
screenwriter	887	43	55	35	38	61	55	56	56	24
screenwriter	19	4	2	0	1	0	2	0	2	2
screenwriter	117	2	3	6	10	4	4	6	10	5
screenwriter	299	20	18	18	14	17	11	21	12	13
screenwriter	3067	174	188	180	184	192	201	213	185	188
screenwriter	292	14	21	9	26	23	12	25	20	13
screenwriter	450	32	29	13	25	21	25	64	37	21
screenwriter	52	4	4	3	3	5	4	11	4	3
screenwriter	902	36	46	39	45	53	57	68	47	46
screenwriter	2331	186	147	124	119	187	110	186	139	130
screenwriter	221	7	18	8	7	21	10	15	16	8
screenwriter	2573	169	145	152	150	161	163	216	120	116
sculptor	460	5	0	4	8	3	4	3	6	9
sculptor	38	2	1	0	1	1	0	1	2	1
sculptor	114	4	1	1	15	1	1	0	0	2
sculptor	602	7	6	15	12	12	12	12	7	15
sculptor	17030	145	177	132	170	166	147	308	198	426
sculptor	262	2	1	3	6	3	1	3	6	7
sculptor	18	0	0	0	0	0	0	1	0	2
sculptor	46777	950	856	836	882	1047	975	1027	1081	1462
sculptor	11931	191	216	260	310	241	211	255	272	411
sculptor	1126	17	15	16	17	21	17	29	32	27
sculptor	98014	3029	2969	2832	3133	3384	2936	2944	3396	2825
sculptor	1258	25	36	25	36	33	47	47	48	50
sculptor	85	5	4	3	0	3	1	0	1	1
sculptor	3651	58	57	74	63	76	66	95	82	113
sculptor	78	2	4	2	4	1	3	2	1	3
sculptor	36	0	0	0	1	2	0	2	2	2
sculptor	102	1	2	1	3	0	4	3	11	0
sculptor	3027	36	29	31	65	67	47	49	66	83
sculptor	1884	23	43	34	54	51	44	48	55	64
sculptor	25	3	1	2	0	0	2	1	0	0
sculptor	84572	1529	1670	1468	1865	1924	1892	1823	2001	2398
sculptor	3102	38	56	59	55	67	36	63	60	104
sculptor	2126	36	43	37	41	46	75	37	63	72
sculptor	123	2	3	1	1	4	4	6	5	1
sculptor	3555	78	108	73	110	130	105	89	77	125
sculptor	14684	382	305	329	303	387	445	382	407	606
sculptor	1230	27	16	39	24	35	27	23	26	29
sculptor	12	0	0	0	0	0	0	0	0	1
sculptor	17822	271	320	302	410	421	372	304	358	478
sculptor	15	0	0	0	0	0	0	0	0	0
secretary	25	0	0	0	0	1	0	0	1	1
secretary	48	0	0	0	0	1	0	0	1	0
secretary	53	1	1	0	0	0	0	2	2	2
secretary	15	0	0	0	0	0	0	0	0	0
secretary	446	7	5	3	3	5	5	2	1	3
secretary	3638	38	58	57	63	64	54	39	58	79
secretary	3288	91	85	77	107	74	65	80	86	71
secretary	72632	1550	1549	1666	1890	1807	1722	1825	1751	1879
secretary	13576	321	347	749	282	354	412	344	373	250
secretary	7638	159	172	174	164	173	155	165	149	182
secretary	214	8	3	3	6	5	10	2	9	5
secretary	5341	155	91	160	146	131	153	142	145	128
secretary	19805	676	426	513	473	525	601	411	478	461
secretary	3900	113	71	80	83	79	90	85	91	64
secretary	36333	820	672	742	819	873	877	741	791	805
secretary	39	0	0	0	0	0	0	2	0	3
secretary	639	7	11	6	8	1	8	10	6	15
police sergeant	49	0	0	0	4	0	3	3	0	0
police sergeant	16	0	0	0	1	1	0	0	0	0
police sergeant	100	4	5	4	2	2	4	3	2	1
police sergeant	59	2	4	1	0	0	2	2	1	2
police sergeant	50	0	2	0	10	0	1	1	1	1
police sergeant	66	1	3	1	1	1	2	2	3	2
police sergeant	213	2	12	1	5	8	9	11	5	10
police sergeant	19	0	0	0	0	0	0	0	1	0
police sergeant	10	0	0	0	0	0	0	0	4	2
police sergeant	160	1	12	1	4	2	4	0	2	3
police sergeant	12	0	0	0	5	0	0	0	1	0
police sergeant	71	3	0	0	0	1	1	4	3	6
police sergeant	117	0	3	2	7	3	4	3	7	3
police sergeant	21	0	0	5	0	2	0	0	2	1
police sergeant	211	7	4	8	6	6	5	4	2	4
police sergeant	14	0	0	0	0	0	0	0	0	0
police sergeant	17	0	0	0	8	0	0	0	0	0
sheriff	164	0	0	0	3	0	1	3	0	7
sheriff	1354	24	47	36	61	54	66	74	58	64
sheriff	288	9	1	2	10	14	8	7	5	9
sheriff	426	3	6	6	13	16	21	22	16	19
sheriff	7943	124	69	112	155	230	261	125	157	231
sheriff	11727	229	215	347	380	435	460	458	435	564
sheriff	119	2	3	3	11	12	14	3	4	11
sheriff	24246	419	360	462	433	578	618	565	654	886
sheriff	16919	339	294	344	349	415	432	356	453	678
sheriff	8656	196	212	309	359	431	402	388	292	423
sheriff	52	1	0	4	2	3	4	6	1	2
sheriff	29962	808	804	1010	1133	1246	1344	1386	1369	1371
sheriff	5458	71	60	63	76	133	97	103	89	182
sheriff	483	3	4	6	2	5	2	9	9	17
sheriff	43	0	0	0	0	0	0	0	0	0
sheriff	45189	612	578	745	867	1008	906	1042	958	1480
sheriff	29	0	1	0	1	3	3	0	2	2
sheriff	215	4	2	4	19	12	22	9	9	11
sheriff	4048	75	52	75	97	138	112	124	112	123
sheriff	45	24	0	0	0	0	0	0	3	0
sheriff	223	26	3	0	8	0	2	1	0	0
sheriff	1885	9	11	21	8	19	10	18	21	32
sheriff	864	9	7	20	10	20	13	19	19	27
sheriff	28580	419	359	407	481	587	475	552	666	1023
sheriff	2516	25	13	29	37	39	38	50	35	81
sheriff	3167	39	42	54	43	54	50	59	84	83
sheriff	127	3	3	2	1	0	0	1	2	13
sheriff	49676	1679	2104	2624	3310	2921	2726	2667	2211	1916
sheriff	8702	138	156	218	221	243	230	282	284	244
sheriff	3034	45	47	25	46	51	48	37	86	110
sheriff	13669	155	118	129	194	168	149	201	289	433
sheriff	89	0	0	0	3	1	3	1	1	8
shoemaker	25	0	0	0	0	0	0	0	0	0
shoemaker	36	1	0	0	0	0	0	3	1	2
shoemaker	87	0	0	0	1	2	1	1	4	2
shoemaker	453	106	4	2	1	4	3	3	0	1
shoemaker	6184	67	56	40	54	62	43	90	63	192
shoemaker	156	4	8	3	2	4	1	7	8	11
shoemaker	11	0	0	0	0	0	1	1	1	0
shoemaker	10611	147	134	134	145	164	173	230	178	410
shoemaker	6256	90	58	93	198	160	104	141	175	293
shoemaker	602	3	9	6	8	16	12	13	25	38
shoemaker	8574	177	145	157	216	298	240	246	260	266
shoemaker	386	3	7	8	17	10	1	13	16	29
shoemaker	30	0	0	1	0	3	0	1	0	0
shoemaker	2150	35	35	19	21	28	29	51	60	54
shoemaker	53	1	1	1	0	0	0	0	2	0
shoemaker	30	1	0	1	0	0	1	1	2	0
shoemaker	287	2	4	2	6	3	4	1	3	7
shoemaker	1169	14	7	12	12	15	15	16	33	51
shoemaker	1437	25	23	19	31	30	27	34	41	41
shoemaker	30606	412	504	505	537	572	518	612	644	912
shoemaker	2228	20	39	30	25	31	44	51	42	50
shoemaker	795	12	6	22	16	18	11	20	11	15
shoemaker	45	2	0	0	2	1	2	0	0	2
shoemaker	1675	36	35	24	41	50	46	46	41	54
shoemaker	5159	89	60	92	87	113	104	122	123	216
shoemaker	663	13	10	13	11	11	6	9	19	10
shoemaker	8010	129	148	104	122	140	140	168	166	260
shoemaker	14	0	0	0	0	0	0	0	0	1
shoplifter	10	1	7	0	0	0	0	0	0	0
shoplifter	38	0	1	1	1	0	1	2	3	0
shoplifter	16	4	0	0	0	1	1	0	1	0
shoplifter	384	11	7	11	6	32	14	10	24	22
shoplifter	109	2	1	1	3	6	2	0	7	1
shoplifter	44	0	2	3	0	3	0	4	3	4
shoplifter	376	13	21	2	8	16	16	12	11	34
shoplifter	44	5	0	0	1	3	0	0	1	0
shoplifter	138	9	4	3	2	7	6	3	3	1
shoplifter	39	0	0	1	0	1	2	0	1	1
shoplifter	288	6	13	2	16	6	12	4	6	11
shoplifter	1434	45	25	40	43	61	60	33	46	80
shoplifter	151	2	5	3	5	9	4	13	5	10
shoplifter	1408	41	111	67	56	70	65	65	76	107
shoplifter	17	0	0	1	1	0	0	2	2	1
shoplifter	91	1	17	1	7	9	1	3	1	4
shoplifter	1527	41	115	47	96	55	48	66	52	160
shoplifter	391	11	22	20	13	14	15	18	13	15
shoplifter	3313	92	266	102	150	127	113	114	109	207
shopper	11	0	0	0	0	0	0	0	0	0
shopper	47	1	2	2	0	4	1	1	3	2
shopper	63	2	1	9	8	1	3	2	11	2
shopper	1148	44	37	43	36	41	44	45	58	30
shopper	796	29	41	63	52	35	41	50	37	16
shopper	164	14	9	11	15	10	3	12	10	5
shopper	7368	282	745	556	419	509	387	403	387	311
shopper	412	71	8	19	17	22	9	12	11	7
shopper	26	3	2	1	3	1	0	1	0	2
shopper	845	30	64	41	38	48	31	67	49	36
shopper	39	1	2	1	0	0	2	1	0	2
shopper	878	26	38	51	65	47	8	17	12	7
shopper	605	27	11	34	41	28	20	36	36	24
shopper	9106	404	353	422	423	446	512	439	427	345
shopper	1085	52	65	55	59	81	54	57	64	58
shopper	10742	511	673	589	641	724	661	656	578	541
shopper	1155	64	75	82	67	75	70	91	75	81
shopper	1886	68	114	99	121	115	104	79	94	85
shopper	28266	1434	1925	1756	1935	1835	1597	1701	1625	1671
shopper	2354	102	194	142	177	143	144	126	111	105
shopper	25616	970	1343	1259	1354	1377	1270	1388	1349	1173
shopper	13	0	0	0	0	0	0	0	0	1
singer	161	2	1	0	0	4	4	4	4	4
singer	100	1	0	2	5	5	0	4	3	6
singer	101	2	0	4	1	1	4	5	1	1
singer	461	15	14	16	28	8	23	12	25	24
singer	7107	119	158	310	194	241	218	229	361	432
singer	416	12	7	11	24	9	18	25	14	15
singer	20	1	0	0	1	0	0	0	2	1
singer	44042	1324	1307	1348	1586	1910	1879	1801	1710	1794
singer	43977	1745	1881	1805	3170	2419	2745	2577	2179	2058
singer	3142	95	87	133	131	128	139	158	121	148
singer	39	4	1	0	5	3	4	0	1	3
singer	112815	4921	4855	5841	6480	6404	7042	6250	5985	4508
singer	1742	40	43	45	44	111	72	42	52	62
singer	137	3	2	1	5	6	6	1	2	5
singer	23	1	1	2	0	1	0	0	0	0
singer	8023	199	187	186	238	237	259	239	265	227
singer	133	0	0	2	1	2	3	2	4	4
singer	32	0	1	1	0	4	0	3	1	1
singer	23	1	0	1	0	0	1	2	2	1
singer	18	2	2	2	1	2	1	0	1	3
singer	177	6	6	4	19	1	7	2	4	7
singer	2084	37	53	33	61	67	52	63	69	61
singer	5018	110	123	149	149	180	194	155	181	222
singer	87788	2099	2264	2413	2861	3134	3057	3023	3215	3272
singer	7643	374	198	215	261	247	257	283	250	271
singer	13806	342	379	412	532	532	543	513	535	526
singer	467	14	11	16	17	25	15	23	25	26
singer	7910	288	272	257	303	379	414	332	337	274
singer	36936	1038	938	1152	1422	1430	1430	1789	1778	1416
singer	4584	123	91	116	147	129	145	228	186	203
singer	64863	1347	1399	1549	1816	1966	2032	2011	2235	2522
singer	71	0	3	0	2	7	6	4	2	3
ice skater	23	0	0	1	3	1	0	1	0	4
ice skater	103	6	7	2	4	7	2	3	4	7
ice skater	16	5	1	1	1	0	0	2	0	0
ice skater	41	3	2	0	1	0	2	1	4	1
ice skater	372	12	17	18	22	37	23	17	21	11
ice skater	16	0	2	2	2	2	2	1	0	1
ice skater	114	9	5	5	4	8	4	8	2	3
ice skater	392	26	18	23	18	20	26	17	24	16
ice skater	18	2	3	0	0	2	0	0	4	1
ice skater	415	16	12	12	20	18	21	18	24	12
skier	37	1	1	1	3	0	0	2	1	0
skier	121	7	2	2	4	15	6	0	3	13
skier	20	0	0	0	0	0	0	0	0	0
skier	1595	63	57	61	83	80	69	64	46	36
skier	670	27	36	29	46	24	27	28	31	16
skier	106	1	4	8	6	3	2	1	1	1
skier	3336	124	226	141	211	144	178	145	182	74
skier	307	7	20	10	10	15	10	9	7	5
skier	17	0	0	0	1	0	0	0	1	1
skier	937	22	23	22	48	34	41	43	63	27
skier	13	0	0	0	6	3	0	1	0	0
skier	97	3	3	4	3	2	2	1	2	4
skier	384	26	15	19	20	13	18	8	19	10
skier	5344	251	331	267	342	314	282	200	231	146
skier	579	27	17	21	46	25	15	16	30	8
skier	3672	165	158	136	215	193	149	185	200	70
skier	297	17	8	14	15	16	6	11	7	9
skier	812	29	30	36	46	42	30	36	29	27
skier	11446	640	674	489	629	498	356	503	460	231
skier	859	31	43	33	34	28	23	41	20	18
skier	10501	437	439	374	651	454	371	436	431	226
smuggler	10	0	1	0	0	0	0	1	2	2
smuggler	34	0	1	1	0	2	2	0	1	0
smuggler	242	5	3	1	5	8	10	7	9	21
smuggler	22	3	0	0	0	3	1	3	1	0
smuggler	2351	53	52	47	64	94	68	87	100	141
smuggler	1271	19	21	55	43	55	43	40	52	147
smuggler	352	9	4	5	2	11	5	18	8	29
smuggler	3537	113	73	113	142	139	145	183	169	224
smuggler	197	4	3	4	1	5	4	3	2	19
smuggler	22	0	1	0	0	0	1	0	0	0
smuggler	514	8	12	9	8	12	7	20	10	19
smuggler	36	0	0	0	0	1	0	2	1	3
smuggler	444	5	9	7	19	14	10	11	9	16
smuggler	3392	59	63	59	80	115	84	108	187	261
smuggler	12	2	0	0	1	0	1	0	0	1
smuggler	18148	365	399	429	674	688	598	680	641	742
smuggler	1432	32	42	29	43	45	52	43	60	61
smuggler	5320	128	157	148	185	218	219	178	196	201
smuggler	165	7	6	5	13	10	2	7	19	4
smuggler	1312	25	34	63	56	86	69	60	71	72
smuggler	10678	276	380	393	410	531	448	459	580	545
smuggler	1108	15	46	15	52	40	37	36	46	44
smuggler	26763	473	566	536	677	793	816	814	1058	1351
smuggler	36	0	2	0	4	1	2	1	0	3
socialite	22	1	1	1	0	2	1	1	2	1
socialite	200	8	6	0	7	9	5	9	5	6
socialite	1207	35	56	48	49	52	41	63	63	40
socialite	125	4	4	7	4	8	8	7	19	9
socialite	63	4	1	0	3	11	3	2	4	2
socialite	3922	162	132	132	198	256	208	233	220	121
socialite	68	3	5	1	0	3	4	4	7	1
socialite	181	4	8	9	5	12	18	13	12	4
socialite	85	6	6	2	1	5	2	6	5	4
socialite	145	1	3	5	3	10	11	17	13	1
socialite	2464	90	99	111	128	102	132	149	122	85
socialite	115	0	3	4	3	8	7	4	6	2
socialite	224	15	13	10	8	14	9	5	11	12
socialite	128	5	1	6	5	8	3	8	6	2
socialite	696	26	33	21	17	24	24	28	20	55
socialite	44	1	2	3	1	0	3	2	4	3
socialite	1022	45	28	30	53	52	57	48	39	33
soldier	630	24	9	5	8	15	9	8	14	30
soldier	226	7	5	6	3	8	13	8	16	12
soldier	1073	7	19	28	38	51	33	35	41	45
soldier	1134	22	23	29	14	25	30	29	37	65
soldier	31963	293	313	366	334	392	407	1569	481	585
soldier	4097	123	146	169	208	212	214	203	217	205
soldier	625	13	16	10	32	29	31	24	26	34
soldier	89925	1567	1403	1420	1569	1873	2063	2124	2337	4069
soldier	120267	2189	2307	2193	2665	3291	2866	3420	4276	6194
soldier	26154	614	629	905	997	1109	996	1050	1120	1379
soldier	72	0	2	0	0	2	0	5	1	4
soldier	267417	4855	5681	6327	7450	8390	8168	8230	10417	13632
soldier	13287	354	497	339	340	639	373	376	685	569
soldier	1272	26	36	22	24	24	29	40	34	69
soldier	12	0	0	0	1	6	0	0	2	2
soldier	18	0	1	4	1	1	2	0	0	0
soldier	34612	760	722	908	1144	1105	1142	1100	1312	1540
soldier	58	4	5	1	1	2	3	2	4	3
soldier	1108	31	34	45	44	43	37	51	55	40
soldier	494	13	14	20	32	26	36	29	21	28
soldier	150	1	0	2	4	27	1	17	0	7
soldier	140	2	1	0	0	30	2	1	0	8
soldier	10	2	0	0	0	0	0	0	0	1
soldier	16	0	3	0	3	0	1	3	1	3
soldier	14	0	0	3	3	2	0	1	0	0
soldier	22	2	0	2	0	0	0	0	0	0
soldier	828	12	13	10	18	20	9	34	31	33
soldier	62	0	2	0	3	3	4	1	2	3
soldier	73	1	1	0	3	1	4	1	2	3
soldier	26	0	1	5	0	0	0	1	2	0
soldier	12407	179	223	243	256	305	281	317	357	555
soldier	93795	1758	1895	2116	2445	2856	2776	3046	3654	4967
soldier	70	0	0	0	2	2	2	1	9	5
soldier	584	6	4	5	6	9	11	9	32	55
soldier	528744	9152	9652	10528	11487	14111	12853	14471	16023	20662
soldier	71358	1553	1660	1749	1824	2358	2278	2528	2811	3493
soldier	237575	5310	5930	6436	6997	8191	8020	8899	9845	11183
soldier	12	0	0	0	0	0	0	0	0	0
soldier	4458	144	161	162	180	157	205	227	234	242
soldier	51731	1194	1237	1485	1743	1927	1907	1885	2013	2239
soldier	422766	11499	12629	13526	14915	16972	17316	18223	20123	21651
soldier	76861	1649	1777	1937	2251	2388	2461	2599	3026	3366
soldier	13	0	0	3	1	0	0	0	0	0
soldier	65	2	1	1	4	2	3	3	0	2
soldier	960139	17744	19589	20902	23404	28157	26257	29594	34578	45812
soldier	76	0	0	0	0	3	3	0	0	8
soldier	10	0	0	0	0	0	0	0	0	2
soldier	136	6	4	1	1	3	4	6	4	7
soldier	718	8	20	26	23	12	24	23	28	36
computer specialist	13	3	0	4	0	0	0	0	1	1
computer specialist	70	1	1	4	5	2	4	2	2	0
computer specialist	370	17	9	17	15	7	23	19	14	15
computer specialist	29	0	2	2	1	0	4	2	2	0
computer specialist	13	3	0	0	0	0	0	0	1	0
computer specialist	18	2	1	0	1	0	0	0	1	1
computer specialist	73	5	1	3	8	4	5	2	3	0
computer specialist	24	0	1	0	0	0	0	0	2	0
computer specialist	73	0	0	3	0	1	0	1	3	0
computer specialist	15	1	0	0	0	0	0	0	0	0
computer specialist	83	2	1	1	6	0	1	0	5	3
computer specialist	362	16	7	6	9	9	9	12	5	8
computer specialist	2861	84	79	86	122	91	100	93	101	72
computer specialist	62	1	4	5	4	1	2	0	5	0
computer specialist	282	6	1	11	2	6	10	2	2	6
computer specialist	11	1	0	0	3	0	0	0	0	0
computer specialist	1026	29	32	32	40	30	22	16	22	18
computer specialist	126	3	2	2	6	1	1	1	6	3
computer specialist	2087	62	41	60	52	67	61	34	59	24
spectator	463	1	1	5	1	1	5	8	2	8
spectator	167	3	3	4	3	3	0	4	4	13
spectator	490	2	62	6	44	2	3	10	3	9
spectator	242	3	4	14	7	2	8	4	7	10
spectator	482	13	10	12	23	10	11	16	8	10
spectator	848	22	18	11	17	6	18	27	27	29
spectator	106	0	0	0	0	1	3	3	0	2
spectator	24776	691	681	665	736	779	734	755	756	678
spectator	18201	546	397	495	540	478	447	506	549	498
spectator	1793	36	32	27	30	52	45	81	52	77
spectator	13	0	0	0	0	0	0	4	1	2
spectator	97356	3510	3131	3371	4372	4070	3927	3701	3617	3220
spectator	3783	43	59	58	74	78	72	153	74	175
spectator	430	2	6	5	5	4	4	30	7	20
spectator	13515	333	343	341	408	435	370	469	395	440
spectator	506	0	1	3	1	3	0	14	2	19
spectator	24	0	0	0	1	2	1	1	1	0
spectator	13	0	0	0	0	0	0	0	1	2
spectator	11	1	2	2	0	2	0	0	0	0
spectator	14	0	0	1	0	0	0	1	3	1
spectator	11	0	1	1	1	2	0	0	0	1
spectator	79	2	3	1	2	3	2	5	1	4
spectator	787	29	25	17	25	31	23	18	17	22
spectator	14381	326	286	298	392	393	421	436	467	649
spectator	61940	1706	1770	1987	2234	2357	2447	2175	2297	2509
spectator	5291	126	168	171	176	223	176	197	189	219
spectator	24383	829	771	967	1017	1067	1027	1101	1093	1045
spectator	1502	81	43	77	73	93	87	72	107	57
spectator	5741	153	144	192	210	223	170	192	248	225
spectator	59869	2152	2003	2394	2763	2798	2740	2778	2959	2477
spectator	8813	326	335	336	361	354	347	405	377	306
spectator	194671	3747	3774	4433	4955	5859	5370	6252	7019	9130
spectator	14	0	0	0	0	0	0	0	2	1
spectator	62	2	0	2	1	12	0	3	0	2
speech therapist	49	0	2	4	1	3	7	0	2	1
speech therapist	18	1	0	0	0	1	1	0	3	0
spy	25	2	0	3	0	0	0	0	1	1
spy	28	1	0	0	0	0	0	0	1	1
spy	111	2	3	5	0	1	1	5	2	2
spy	15	0	2	0	0	0	0	0	1	0
spy	134	6	2	3	7	2	14	2	8	5
spy	29	0	0	2	0	0	2	0	1	7
spy	77	3	0	2	2	5	1	0	0	0
spy	10	3	0	0	0	3	1	0	1	0
spy	288	4	3	3	9	6	8	5	8	5
spy	1238	25	16	40	21	37	33	35	45	78
spy	22317	446	493	651	731	837	866	811	1034	1344
spy	60	1	1	2	6	3	4	3	2	0
spy	45417	981	887	1134	1372	1539	1422	1484	1558	1704
spy	7665	184	178	170	295	261	277	291	358	402
spy	44249	851	921	1093	1366	1677	1406	1671	1790	2396
spy	298	5	5	12	16	10	8	14	11	14
spy	4031	124	128	106	114	189	131	179	188	153
